"HomePlanet","CryoSleep","Destination","Age","VIP","Group_id","Deck","Num","Side","Group_size","LuxuryExpenses","RegularExpenses"
"Earth","True","TRAPPIST-1e",22,"False",4731,"G",768,"P",1,0,0
"Mars","False","TRAPPIST-1e",35,"False",4734,"E",295,"P",1,1734,365
"Mars","False","55 Cancri e",25,"False",4735,"F",891,"S",1,854,596
"Mars","True","TRAPPIST-1e",33,"False",4736,"F",892,"S",1,0,0
"Earth","False","TRAPPIST-1e",20,"False",4737,"E",296,"P",1,742,49
"Earth","True","TRAPPIST-1e",16,"False",4740,"G",774,"S",1,0,0
"Mars","False","TRAPPIST-1e",29,"False",4742,"F",894,"S",1,1071,85
"Earth","True","TRAPPIST-1e",16,"False",4745,"G",769,"P",1,0,0
"Europa","True","TRAPPIST-1e",43,"False",4747,"D",148,"S",2,0,0
"Europa","False","TRAPPIST-1e",33,"False",4747,"D",148,"S",2,1808,1402
"Earth","False","TRAPPIST-1e",16,"False",4749,"F",962,"P",1,1087,1
"Earth","False","TRAPPIST-1e",22,"False",4751,"F",963,"P",1,707,98
"Earth","False","55 Cancri e",18,"False",4760,"F",898,"S",1,127,526
"Earth","True","55 Cancri e",36,"False",4761,"G",770,"P",3,0,0
"Earth","True","TRAPPIST-1e",17,"False",4761,"G",770,"P",3,0,0
"Earth","False","TRAPPIST-1e",34,"False",4761,"F",967,"P",3,51,919
"Earth","True","TRAPPIST-1e",1,"False",4765,"G",771,"P",1,0,0
"Mars","True","TRAPPIST-1e",24,"False",4766,"F",899,"S",1,0,0
"Earth","False","TRAPPIST-1e",20,"False",4767,"F",970,"P",1,43,1085
"Europa","False","TRAPPIST-1e",56,"False",4768,"D",158,"P",2,790,2384
"Europa","True","TRAPPIST-1e",26,"False",4768,"D",158,"P",2,0,0
"Earth","False","TRAPPIST-1e",35,"False",4771,"F",901,"S",1,0,711
"Mars","False","55 Cancri e",3,"False",4776,"F",973,"P",4,0,0
"Mars","False","TRAPPIST-1e",23,"False",4776,"E",297,"P",4,0,0
"Mars","True","TRAPPIST-1e",19,"False",4776,"F",973,"P",4,0,0
"Mars","False","TRAPPIST-1e",0,"False",4776,"F",973,"P",4,0,0
"Earth","False","TRAPPIST-1e",30,"False",4779,"G",772,"P",1,1787,18
"Earth","False","TRAPPIST-1e",50,"False",4781,"F",902,"S",1,819,9
"Mars","True","TRAPPIST-1e",15,"False",4789,"E",298,"P",1,0,0
"Mars","False","TRAPPIST-1e",19,"False",4799,"F",976,"P",3,985,2
"Mars","False","TRAPPIST-1e",27.2353291675037,"False",4799,"F",976,"P",3,787,1018
"Mars","False","TRAPPIST-1e",35,"False",4799,"F",976,"P",3,631,409
"Earth","False","TRAPPIST-1e",45,"False",4800,"G",784,"S",1,713,61
"Earth","True","TRAPPIST-1e",0,"False",4802,"G",774,"P",2,0,0
"Earth","False","PSO J318.5-22",74,"False",4802,"G",774,"P",2,881,17
"Earth","True","55 Cancri e",24,"False",4805,"F",27.3207386337764,"S",1,0,0
"Mars","False","TRAPPIST-1e",39,"False",4806,"E",312,"S",1,1,1048
"Earth","False","TRAPPIST-1e",18,"False",4809,"F",978,"P",1,1925,13
"Earth","True","PSO J318.5-22",39,"False",4811,"G",787,"S",1,0,0
"Europa","True","TRAPPIST-1e",33,"False",4812,"E",300,"P",1,0,0
"Earth","False","PSO J318.5-22",21,"False",4816,"F",908,"S",1,397,284
"Europa","False","TRAPPIST-1e",35,"False",4820,"B",190,"S",2,1069,6607
"Europa","False","55 Cancri e",66,"False",4820,"B",190,"S",2,8144,1329
"Earth","False","TRAPPIST-1e",14,"False",4821,"F",909,"S",1,832,135
"Mars","False","TRAPPIST-1e",20,"False",4824,"D",151,"S",1,71,2123
"Mars","True","TRAPPIST-1e",18,"False",4825,"F",910,"S",1,0,0
"Europa","False","TRAPPIST-1e",36,"False",4826,"E",313,"S",1,204,2325
"Europa","False","55 Cancri e",27,"True",4833,"A",59,"S",2,6690,273
"Europa","False","55 Cancri e",51,"False",4833,"B",191,"S",2,1920,2387
"Earth","True","TRAPPIST-1e",18,"False",4834,"G",790,"S",1,0,0
"Earth","False","TRAPPIST-1e",46,"False",4835,"F",985,"P",1,1353,90
"Mars","False","TRAPPIST-1e",67,"False",4839,"F",914,"S",1,1374,1296
"Earth","False","TRAPPIST-1e",24,"False",4843,"G",779,"P",2,659,62
"Earth","False","PSO J318.5-22",35,"False",4843,"G",779,"P",2,1145,607
"Earth","False","TRAPPIST-1e",14,"False",4844,"F",916,"S",1,325,497
"Mars","True","TRAPPIST-1e",22,"False",4849,"F",987,"P",1,0,0
"Earth","True","PSO J318.5-22",20,"False",4852,"G",780,"P",1,0,0
"Mars","True","TRAPPIST-1e",23,"False",4854,"F",919,"S",1,0,0
"Earth","True","PSO J318.5-22",23,"False",4855,"G",781,"P",2,0,0
"Earth","True","TRAPPIST-1e",21,"False",4855,"G",781,"P",2,0,0
"Mars","False","TRAPPIST-1e",36,"False",4858,"D",159,"P",1,3341,558
"Earth","True","TRAPPIST-1e",19,"False",4859,"G",793,"S",1,0,0
"Earth","False","PSO J318.5-22",22,"False",4860,"F",921,"S",1,261,292
"Earth","False","TRAPPIST-1e",58,"False",4861,"E",303,"P",1,426,292
"Earth","False","TRAPPIST-1e",14,"False",4865,"F",988,"P",1,1551,22
"Earth","False","TRAPPIST-1e",18,"False",4867,"F",989,"P",1,915,8
"Earth","False","TRAPPIST-1e",40,"False",4869,"F",28.6721907900523,"S",1,545,355
"Earth","False","TRAPPIST-1e",24,"False",4872,"F",924,"S",1,691,11
"Mars","False","TRAPPIST-1e",26,"False",4877,"F",928,"S",1,368,199
"Earth","True","TRAPPIST-1e",16,"False",4894,"G",798,"S",1,0,0
"Earth","True","55 Cancri e",24.6134884398956,"False",4905,"G",792,"P",1,0,0
"Earth","False","TRAPPIST-1e",21,"False",4906,"G",800,"S",1,720,63
"Earth","True","TRAPPIST-1e",17,"False",4907,"G",801,"S",1,0,0
"Earth","False","TRAPPIST-1e",23,"False",4908,"F",996,"P",1,803,464
"Mars","False","TRAPPIST-1e",22,"False",4914,"E",318,"S",1,1299,0
"Earth","False","55 Cancri e",20,"False",4919,"F",934,"S",1,830,0
"Europa","False","55 Cancri e",38,"False",4921,"B",196,"S",1,9655,666
"Earth","False","55 Cancri e",37,"False",4922,"E",319,"S",1,0,789
"Mars","False","TRAPPIST-1e",31,"False",4926,"E",307,"P",1,1682,453
"Mars","False","55 Cancri e",27,"False",4928,"F",1003,"P",1,436,1025
"Earth","False","TRAPPIST-1e",31,"False",4931,"G",795,"P",1,9,1010
"Earth","False","TRAPPIST-1e",21,"False",4935,"G",796,"P",3,585,41
"Earth","True","PSO J318.5-22",36,"False",4935,"G",796,"P",3,0,0
"Earth","False","PSO J318.5-22",20,"False",4935,"G",796,"P",3,0,541
"Earth","False","PSO J318.5-22",36,"False",4936,"G",797,"P",1,1839,4
"Earth","False","PSO J318.5-22",40,"False",4947,"G",807,"S",1,559,163
"Mars","False","TRAPPIST-1e",25,"False",4948,"D",153,"S",1,2355,33
"Europa","True","TRAPPIST-1e",32,"True",4949,"C",154,"P",2,0,0
"Europa","False","55 Cancri e",25,"False",4949,"C",154,"P",2,8381,1255
"Europa","True","TRAPPIST-1e",49,"False",4953,"F",34.4493852486953,"S",1,0,0
"Mars","False","TRAPPIST-1e",28,"False",4955,"F",1011,"P",1,1184,163
"Europa","True","55 Cancri e",58,"False",4957,"C",155,"P",1,0,0
"Mars","True","TRAPPIST-1e",30.9872278534573,"False",4959,"F",940,"S",1,0,0
"Earth","False","TRAPPIST-1e",22,"False",4960,"F",941,"S",1,691,12
"Mars","False","TRAPPIST-1e",61,"False",4962,"F",1012,"P",1,0,0
"Europa","False","TRAPPIST-1e",28,"False",4966,"B",197,"S",2,204,9933
"Europa","True","TRAPPIST-1e",24,"False",4966,"B",197,"S",2,0,0
"Earth","False","55 Cancri e",40,"False",4967,"F",1013,"P",1,1612,0
"Earth","True","TRAPPIST-1e",25.9649405961714,"False",4968,"G",801,"P",1,0,0
"Earth","False","55 Cancri e",15,"False",4969,"F",1014,"P",2,215,647
"Earth","False","PSO J318.5-22",29,"False",4969,"G",802,"P",2,9,663
"Earth","True","PSO J318.5-22",18,"False",4971,"G",812,"S",1,0,0
"Earth","False","PSO J318.5-22",28,"False",4976,"F",29.7939270537375,"S",1,412,1317
"Earth","True","TRAPPIST-1e",24,"False",4982,"G",815,"S",1,0,0
"Earth","False","TRAPPIST-1e",18,"False",4984,"F",947,"S",2,429,130
"Earth","False","PSO J318.5-22",21,"False",4984,"F",947,"S",2,746,0
"Mars","True","TRAPPIST-1e",25,"False",4985,"F",948,"S",1,0,0
"Earth","False","55 Cancri e",16,"False",4986,"F",1017,"P",1,778,82
"Europa","True","TRAPPIST-1e",49,"False",4988,"B",163,"P",1,0,0
"Earth","False","TRAPPIST-1e",28,"False",4993,"E",320,"S",1,0,1624
"Earth","False","TRAPPIST-1e",22,"False",4994,"G",817,"S",1,755,0
"Earth","False","TRAPPIST-1e",11,"False",5001,"G",819,"S",1,0,0
"Earth","True","55 Cancri e",26,"False",5002,"G",820,"S",1,0,0
"Earth","True","55 Cancri e",17,"False",5011,"G",810,"P",1,0,0
"Earth","False","TRAPPIST-1e",26,"False",5022,"F",28.6721907900523,"S",1,420,422
"Earth","False","TRAPPIST-1e",0,"False",5024,"G",822,"S",5,0,0
"Earth","False","TRAPPIST-1e",18.4611432242641,"False",5024,"G",822,"S",5,0,0
"Earth","False","TRAPPIST-1e",4,"False",5024,"G",822,"S",5,0,0
"Earth","False","TRAPPIST-1e",19,"False",5024,"F",957,"S",5,548,97
"Earth","True","55 Cancri e",5,"False",5024,"G",822,"S",5,0,0
"Earth","False","TRAPPIST-1e",35,"False",5026,"E",311,"P",1,166,552
"Europa","True","55 Cancri e",25,"False",5029,"B",168,"P",2,0,0
"Europa","True","TRAPPIST-1e",26,"False",5029,"B",168,"P",2,0,0
"Earth","False","TRAPPIST-1e",34,"False",5030,"G",823,"S",1,36,870
"Europa","False","55 Cancri e",21,"False",5031,"A",45,"P",2,2175,438
"Europa","False","TRAPPIST-1e",26,"False",5031,"A",45,"P",2,1437,6442
"Europa","False","TRAPPIST-1e",32,"False",5033,"B",169,"P",2,3084,5209
"Europa","False","TRAPPIST-1e",40,"False",5033,"B",169,"P",2,6168,1262
"Mars","False","TRAPPIST-1e",13,"False",5037,"E",323,"S",1,0,0
"Mars","False","55 Cancri e",29,"False",5038,"F",27.7598263542046,"S",2,2671,169
"Mars","True","TRAPPIST-1e",11,"False",5038,"F",1025,"P",2,0,0
"Earth","False","55 Cancri e",25,"False",5041,"F",959,"S",1,391,418
"Mars","True","TRAPPIST-1e",31,"False",5043,"F",1027,"P",3,0,0
"Mars","True","55 Cancri e",51,"False",5043,"F",1027,"P",3,0,0
"Mars","False","TRAPPIST-1e",20,"False",5043,"E",312,"P",3,0,0
"Mars","True","TRAPPIST-1e",32,"False",5045,"F",960,"S",1,0,0
"Earth","True","TRAPPIST-1e",22,"False",5046,"G",827,"S",1,0,0
"Earth","True","PSO J318.5-22",38,"False",5047,"G",828,"S",1,0,0
"Earth","False","TRAPPIST-1e",26,"False",5049,"E",313,"P",1,786,1
"Europa","False","TRAPPIST-1e",42,"True",5053,"A",46,"P",1,1405,722
"Mars","False","TRAPPIST-1e",57,"False",5054,"F",962,"S",1,2417,0
"Earth","True","TRAPPIST-1e",38,"False",5055,"G",815,"P",1,0,0
"Mars","False","TRAPPIST-1e",23,"False",5056,"F",1029,"P",2,667,6415
"Mars","False","55 Cancri e",32,"False",5056,"F",1029,"P",2,38,1423
"Earth","False","TRAPPIST-1e",15,"False",5066,"F",1031,"P",1,146,2880
"Earth","False","TRAPPIST-1e",41,"False",5071,"F",1032,"P",1,3306,1478
"Earth","False","TRAPPIST-1e",19,"False",5075,"F",28.6721907900523,"S",1,0,721
"Mars","False","TRAPPIST-1e",26,"False",5077,"F",1034,"P",1,862,1063
"Earth","False","PSO J318.5-22",27.0866768598567,"False",5078,"G",819,"P",1,1737,0
"Mars","True","TRAPPIST-1e",20,"False",5079,"F",968,"S",1,0,0
"Earth","False","TRAPPIST-1e",19,"False",5081,"F",1035,"P",1,1207,1460
"Europa","False","TRAPPIST-1e",30,"False",5082,"C",197,"S",1,3051,1815
"Mars","True","TRAPPIST-1e",58,"False",5086,"F",971,"S",2,0,0
"Mars","False","TRAPPIST-1e",17,"False",5086,"E",327,"S",2,55,994
"Earth","False","TRAPPIST-1e",28.6721907900523,"False",5092,"F",974,"S",1,73,703
"Earth","True","PSO J318.5-22",19,"False",5094,"G",822,"P",2,0,0
"Earth","False","55 Cancri e",20,"False",5094,"F",1037,"P",2,548,99
"Mars","False","TRAPPIST-1e",54,"False",5096,"F",975,"S",2,1604,53
"Mars","False","TRAPPIST-1e",21,"False",5096,"E",328,"S",2,1124,1222
"Earth","False","TRAPPIST-1e",44,"False",5098,"F",976,"S",3,654,83
"Earth","True","PSO J318.5-22",11,"False",5098,"F",26.0420283677839,"S",3,0,0
"Earth","True","55 Cancri e",2,"False",5098,"G",832,"S",3,0,0
"Earth","False","TRAPPIST-1e",20,"False",5099,"F",1040,"P",1,1379,0
"Mars","True","TRAPPIST-1e",50,"False",5100,"F",977,"S",1,0,0
"Earth","False","TRAPPIST-1e",27,"False",5101,"F",978,"S",1,0,1036
"Earth","False","PSO J318.5-22",28,"False",5102,"F",1041,"P",1,654,3
"Earth","False","TRAPPIST-1e",33,"False",5107,"F",1042,"P",1,1449,0
"Mars","True","55 Cancri e",23,"False",5110,"D",155,"S",1,0,0
"Earth","False","TRAPPIST-1e",22,"False",5113,"G",836,"S",1,889,0
"Mars","True","TRAPPIST-1e",44,"False",5114,"F",979,"S",1,0,0
"Mars","False","TRAPPIST-1e",45,"False",5117,"E",318,"P",1,461,838
"Europa","False","55 Cancri e",20,"False",5118,"B",198,"S",1,525,2988
"Mars","False","TRAPPIST-1e",26,"False",5119,"E",319,"P",1,44,1041
"Earth","False","TRAPPIST-1e",18,"False",5121,"G",826,"P",1,751,19
"Earth","False","PSO J318.5-22",21,"False",5123,"F",1043,"P",1,742,15
"Europa","False","55 Cancri e",26,"False",5131,"B",172,"P",2,1840,5824
"Europa","True","55 Cancri e",55,"False",5131,"B",172,"P",2,0,0
"Mars","False","TRAPPIST-1e",24,"False",5134,"E",329,"S",1,1356,1
"Earth","False","TRAPPIST-1e",27,"False",5135,"F",1047,"P",1,2039,70
"Earth","False","55 Cancri e",18,"False",5139,"F",1048,"P",1,816,1102
"Mars","True","TRAPPIST-1e",20,"False",5141,"F",1049,"P",1,0,0
"Earth","False","TRAPPIST-1e",31,"False",5143,"F",985,"S",1,31,836
"Earth","False","TRAPPIST-1e",37,"False",5147,"G",842,"S",1,5,849
"Europa","False","PSO J318.5-22",37,"True",5149,"B",173,"P",2,16703,16963
"Europa","True","55 Cancri e",57,"False",5149,"B",173,"P",2,0,0
"Mars","True","TRAPPIST-1e",39,"False",5150,"F",987,"S",1,0,0
"Earth","True","TRAPPIST-1e",20,"False",5153,"G",843,"S",1,0,0
"Mars","False","TRAPPIST-1e",18,"False",5155,"F",1053,"P",1,655,683
"Europa","False","55 Cancri e",29,"True",5159,"B",174,"P",2,1730,2914
"Europa","False","55 Cancri e",31,"False",5159,"B",174,"P",2,4103,837
"Europa","True","55 Cancri e",27,"False",5164,"C",201,"S",2,0,0
"Europa","True","TRAPPIST-1e",43,"False",5164,"C",35.6709102342458,"S",2,0,0
"Earth","False","TRAPPIST-1e",28.6721907900523,"False",5168,"F",1055,"P",1,1358,27
"Mars","False","55 Cancri e",32,"False",5169,"D",164,"P",1,1038,142
"Earth","False","TRAPPIST-1e",19,"False",5172,"G",833,"P",1,886,892
"Earth","False","TRAPPIST-1e",50,"False",5178,"F",992,"S",1,174,574
"Earth","False","TRAPPIST-1e",19,"False",5183,"F",993,"S",1,0,717
"Europa","False","55 Cancri e",44,"False",5189,"A",63,"S",1,386,2175
"Europa","False","TRAPPIST-1e",49,"False",5191,"D",157,"S",1,3412,291
"Europa","False","55 Cancri e",30,"False",5195,"C",161,"P",1,3396,2580
"Earth","False","TRAPPIST-1e",41,"False",5200,"F",996,"S",1,871,0
"Europa","False","55 Cancri e",34,"False",5203,"C",162,"P",2,1119,7517
"Europa","True","55 Cancri e",30,"False",5203,"C",162,"P",2,0,0
"Earth","False","PSO J318.5-22",22,"False",5212,"G",846,"S",1,384,453
"Europa","False","TRAPPIST-1e",29,"False",5215,"E",333,"S",1,7312,17
"Mars","True","TRAPPIST-1e",32,"False",5219,"F",1001,"S",2,0,0
"Mars","False","PSO J318.5-22",40,"False",5219,"F",1001,"S",2,775,1599
"Earth","True","TRAPPIST-1e",50,"False",5222,"G",847,"S",1,0,0
"Earth","False","PSO J318.5-22",31,"False",5228,"G",850,"S",2,774,0
"Earth","True","55 Cancri e",1,"False",5228,"G",850,"S",2,0,0
"Earth","False","TRAPPIST-1e",30,"False",5231,"G",851,"S",1,2003,1567
"Europa","False","55 Cancri e",35.623384234993,"True",5232,"C",203,"S",2,10931,45
"Europa","False","55 Cancri e",41,"False",5232,"C",203,"S",2,4932,83
"Mars","False","TRAPPIST-1e",34,"False",5233,"F",1066,"P",1,224,995
"Mars","True","TRAPPIST-1e",14,"False",5237,"F",1068,"P",1,0,0
"Earth","False","55 Cancri e",13,"False",5241,"F",1069,"P",2,24,550
"Earth","True","PSO J318.5-22",16,"False",5241,"G",846,"P",2,0,0
"Europa","False","55 Cancri e",25,"False",5245,"A",48,"P",1,842,2386
"Earth","False","55 Cancri e",17,"False",5259,"G",857,"S",1,841,5
"Earth","False","TRAPPIST-1e",41,"False",5261,"F",1011,"S",1,1673,729
"Mars","False","55 Cancri e",28,"False",5263,"F",1072,"P",1,1434,39
"Earth","False","TRAPPIST-1e",3,"False",5267,"G",851,"P",3,0,0
"Earth","True","TRAPPIST-1e",18,"False",5267,"G",851,"P",3,0,0
"Earth","False","TRAPPIST-1e",20,"False",5267,"F",1074,"P",3,191,1885
"Earth","True","PSO J318.5-22",32,"False",5270,"F",29.7939270537375,"S",1,0,0
"Earth","False","PSO J318.5-22",59,"False",5283,"G",853,"P",1,310,404
"Europa","True","TRAPPIST-1e",52,"False",5284,"E",328,"P",1,0,0
"Europa","True","TRAPPIST-1e",47,"False",5285,"C",164,"P",1,0,0
"Europa","False","55 Cancri e",56,"False",5286,"D",166,"P",1,3345,1215
"Mars","False","TRAPPIST-1e",24,"False",5289,"F",1082,"P",1,54,1095
"Earth","False","TRAPPIST-1e",13,"False",5293,"G",855,"P",2,893,0
"Earth","False","TRAPPIST-1e",15,"False",5293,"E",329,"P",2,924,56
"Earth","False","TRAPPIST-1e",40,"False",5294,"F",1017,"S",1,434,437
"Earth","False","55 Cancri e",30,"False",5295,"B",180,"P",1,4682,1647
"Europa","False","TRAPPIST-1e",25,"False",5296,"C",207,"S",1,2787,32
"Mars","False","TRAPPIST-1e",10,"False",5302,"F",1018,"S",1,0,0
"Mars","False","55 Cancri e",28,"False",5306,"F",1020,"S",2,794,614
"Mars","False","TRAPPIST-1e",36,"False",5306,"D",160,"S",2,41,3509
"Earth","False","PSO J318.5-22",12,"False",5308,"G",865,"S",3,0,0
"Earth","True","TRAPPIST-1e",26,"False",5308,"G",865,"S",3,0,0
"Earth","False","TRAPPIST-1e",33,"False",5308,"G",865,"S",3,678,96
"Europa","True","TRAPPIST-1e",42,"False",5309,"C",165,"P",1,0,0
"Earth","True","TRAPPIST-1e",31,"False",5311,"G",858,"P",1,0,0
"Earth","False","TRAPPIST-1e",20,"False",5317,"G",866,"S",2,805,3
"Earth","True","55 Cancri e",24,"False",5317,"G",866,"S",2,0,0
"Earth","True","TRAPPIST-1e",37,"False",5318,"G",859,"P",2,0,0
"Earth","False","TRAPPIST-1e",19,"False",5318,"F",1088,"P",2,34,1986
"Mars","False","TRAPPIST-1e",13,"False",5319,"F",1089,"P",1,1082,155
"Earth","False","PSO J318.5-22",23,"False",5321,"F",1022,"S",1,658,0
"Earth","False","TRAPPIST-1e",44,"False",5324,"G",860,"P",1,0,0
"Europa","True","TRAPPIST-1e",36,"False",5328,"C",166,"P",1,0,0
"Earth","False","TRAPPIST-1e",79,"False",5329,"E",331,"P",7,1572,53
"Earth","True","PSO J318.5-22",1,"False",5329,"G",861,"P",7,0,0
"Earth","False","TRAPPIST-1e",12,"False",5329,"G",861,"P",7,0,0
"Earth","False","TRAPPIST-1e",8,"False",5329,"G",861,"P",7,0,0
"Earth","False","PSO J318.5-22",45,"False",5329,"G",15.8309808019958,"S",7,332,426
"Earth","False","TRAPPIST-1e",10,"False",5329,"G",861,"P",7,0,0
"Earth","False","TRAPPIST-1e",3,"False",5329,"G",861,"P",7,0,0
"Earth","False","TRAPPIST-1e",37,"False",5332,"F",1096,"P",1,24,1361
"Europa","True","55 Cancri e",43,"False",5335,"A",49,"P",4,0,0
"Europa","True","TRAPPIST-1e",38,"False",5335,"A",49,"P",4,0,0
"Europa","False","55 Cancri e",33,"False",5335,"A",49,"P",4,4824,4132
"Europa","False","55 Cancri e",25,"False",5335,"A",49,"P",4,367,3209
"Earth","False","TRAPPIST-1e",42,"False",5336,"F",1097,"P",1,50,696
"Earth","False","TRAPPIST-1e",35,"False",5338,"F",1025,"S",1,0,1048
"Europa","False","55 Cancri e",35,"False",5339,"C",167,"P",3,1030,2301
"Europa","False","TRAPPIST-1e",30,"False",5339,"C",167,"P",3,103,2895
"Europa","True","55 Cancri e",33,"False",5339,"C",167,"P",3,0,0
"Earth","False","TRAPPIST-1e",30,"False",5342,"E",338,"S",1,642,0
"Earth","True","PSO J318.5-22",23,"False",5349,"G",863,"P",1,0,0
"Earth","True","TRAPPIST-1e",13,"False",5352,"G",864,"P",1,0,0
"Europa","True","TRAPPIST-1e",32,"False",5357,"B",184,"P",4,0,0
"Europa","True","TRAPPIST-1e",17,"False",5357,"B",184,"P",4,0,0
"Europa","False","55 Cancri e",37,"True",5357,"B",184,"P",4,3672,797
"Europa","False","TRAPPIST-1e",49,"False",5357,"B",184,"P",4,2171,300
"Europa","False","TRAPPIST-1e",53,"False",5358,"E",335,"P",1,504,1634
"Earth","True","55 Cancri e",27,"False",5364,"G",866,"P",1,0,0
"Mars","False","TRAPPIST-1e",26,"False",5369,"F",1103,"P",3,178,1168
"Mars","False","TRAPPIST-1e",50,"False",5369,"D",169,"P",3,2336,48
"Mars","True","55 Cancri e",17,"False",5369,"F",1103,"P",3,0,0
"Earth","False","TRAPPIST-1e",22,"False",5370,"G",867,"P",1,238,906
"Mars","True","TRAPPIST-1e",8,"False",5371,"F",1027,"S",4,0,0
"Mars","False","TRAPPIST-1e",42,"False",5371,"E",341,"S",4,636,318
"Mars","True","TRAPPIST-1e",30,"False",5371,"F",1027,"S",4,0,0
"Mars","False","55 Cancri e",4,"False",5371,"F",1027,"S",4,0,0
"Earth","False","TRAPPIST-1e",27,"False",5373,"F",1028,"S",1,1350,76
"Europa","True","55 Cancri e",15,"False",5376,"C",171,"P",2,0,0
"Europa","True","TRAPPIST-1e",38,"False",5376,"C",171,"P",2,0,0
"Europa","True","55 Cancri e",51,"False",5377,"C",172,"P",1,0,0
"Mars","False","TRAPPIST-1e",26,"False",5381,"F",1031,"S",1,2220,145
"Europa","True","55 Cancri e",34,"False",5382,"C",211,"S",2,0,0
"Europa","True","55 Cancri e",45,"False",5382,"C",211,"S",2,0,0
"Earth","True","TRAPPIST-1e",18,"False",5386,"G",868,"P",1,0,0
"Earth","False","PSO J318.5-22",21,"False",5391,"F",1107,"P",1,660,1
"Earth","False","TRAPPIST-1e",23,"False",5393,"F",1108,"P",1,953,0
"Mars","True","TRAPPIST-1e",24,"False",5398,"F",1110,"P",1,0,0
"Earth","False","TRAPPIST-1e",20,"False",5399,"F",1033,"S",1,1182,100
"Earth","True","TRAPPIST-1e",32,"False",5400,"F",28.6721907900523,"S",1,0,0
"Earth","False","TRAPPIST-1e",22,"False",5403,"E",345,"S",1,786,1
"Earth","False","TRAPPIST-1e",13,"False",5405,"E",339,"P",1,983,0
"Mars","False","TRAPPIST-1e",42,"False",5407,"E",346,"S",1,0,0
"Earth","False","TRAPPIST-1e",19,"False",5409,"E",347,"S",1,791,0
"Mars","False","TRAPPIST-1e",24,"False",5417,"E",348,"S",1,3457,1
"Earth","False","PSO J318.5-22",45,"False",5419,"F",1115,"P",1,651,127
"Earth","False","TRAPPIST-1e",35,"False",5426,"F",1038,"S",1,254,1920
"Earth","False","TRAPPIST-1e",16,"False",5428,"F",1039,"S",2,759,1
"Earth","True","TRAPPIST-1e",16,"False",5428,"F",26.7962414470754,"S",2,0,0
"Earth","False","TRAPPIST-1e",43,"False",5429,"F",1119,"P",1,1124,20
"Earth","False","TRAPPIST-1e",31,"False",5432,"F",1120,"P",1,0,1995
"Europa","False","TRAPPIST-1e",39.51196174368,"False",5433,"A",66,"S",1,200,4853
"Mars","False","TRAPPIST-1e",22,"False",5439,"F",1040,"S",1,1309,545
"Earth","False","TRAPPIST-1e",48,"False",5442,"F",1042,"S",1,1370,79
"Earth","False","55 Cancri e",20,"False",5444,"F",1043,"S",1,557,165
"Mars","False","TRAPPIST-1e",35,"False",5448,"D",165,"S",1,1400,984
"Earth","False","55 Cancri e",23,"False",5449,"F",27.3207386337764,"S",1,320,307
"Earth","False","TRAPPIST-1e",28,"False",5456,"F",1128,"P",1,514,202
"Earth","False","PSO J318.5-22",19,"False",5460,"F",1130,"P",1,540,116
"Europa","False","55 Cancri e",45,"False",5461,"E",352,"S",1,4287,2570
"Earth","False","TRAPPIST-1e",16,"False",5464,"E",353,"S",1,1694,0
"Earth","False","TRAPPIST-1e",3,"False",5473,"G",879,"P",2,0,0
"Earth","False","PSO J318.5-22",60,"False",5473,"F",1133,"P",2,856,0
"Europa","True","TRAPPIST-1e",33,"True",5481,"B",209,"S",1,0,0
"Earth","False","55 Cancri e",25,"False",5482,"E",354,"S",2,222,471
"Earth","False","TRAPPIST-1e",37,"False",5482,"F",1049,"S",2,867,6
"Mars","False","TRAPPIST-1e",51,"False",5486,"F",1051,"S",1,31,1789
"Earth","True","55 Cancri e",29,"False",5493,"G",883,"S",1,0,0
"Mars","True","TRAPPIST-1e",39,"False",5495,"F",1138,"P",1,0,0
"Earth","True","TRAPPIST-1e",29,"False",5498,"G",883,"P",2,0,0
"Earth","True","TRAPPIST-1e",27,"False",5498,"G",883,"P",2,0,0
"Earth","False","TRAPPIST-1e",38,"False",5502,"F",1139,"P",1,4,2016
"Earth","False","TRAPPIST-1e",13,"False",5503,"E",355,"S",1,1602,1
"Earth","False","TRAPPIST-1e",33,"False",5505,"F",1054,"S",3,654,1
"Earth","False","TRAPPIST-1e",45,"False",5505,"G",886,"S",3,0,0
"Earth","False","55 Cancri e",0,"False",5505,"G",886,"S",3,0,0
"Earth","True","PSO J318.5-22",18,"False",5513,"G",888,"S",4,0,0
"Earth","True","TRAPPIST-1e",0,"False",5513,"G",888,"S",4,0,0
"Earth","False","TRAPPIST-1e",38,"False",5513,"F",1056,"S",4,724,0
"Earth","False","55 Cancri e",0,"False",5513,"G",888,"S",4,0,0
"Earth","False","55 Cancri e",21,"False",5516,"F",1057,"S",1,630,9
"Europa","False","55 Cancri e",56,"False",5518,"A",68,"S",1,1911,1006
"Europa","False","TRAPPIST-1e",38,"False",5519,"A",69,"S",1,707,597
"Mars","False","TRAPPIST-1e",35,"False",5525,"F",1142,"P",1,245,371
"Earth","False","55 Cancri e",34,"False",5532,"E",359,"S",1,1,718
"Earth","False","TRAPPIST-1e",15,"False",5533,"G",892,"S",1,744,0
"Earth","False","PSO J318.5-22",22,"False",5534,"E",348,"P",1,317,342
"Mars","False","TRAPPIST-1e",28,"False",5542,"F",1148,"P",1,2303,276
